,Unnamed: 0,Study no.,Filename,Title,Doi,Study id.,index,title,publication_type,n_citations,volume,issue,first_page,last_page,n_pages
102,6770,11,13.Education & Inequality journals.xlsx,Labor Market Institutions and Income Inequality: an Empirical Exploration,https://doi.org/10.1007/s11127-008-9339-1,5335,10.1007/s11127-008-9339-1,Labor market institutions and income inequality: an empirical exploration,full_text,34,138,1-2,65,81,16
103,6773,12,13.Education & Inequality journals.xlsx,An Empirical Note on Economic Freedom and Income Inequality,https://doi.org/10.1007/s11127-006-9078-0,5838,10.1007/s11127-006-9078-0,An Empirical Note on Economic Freedom and Income Inequality,full_text,82,130,1-2,163,177,14
104,6779,13,13.Education & Inequality journals.xlsx,Income Distribution and Economic Development: Some Intra-Country Evidence,https://doi.org/10.2307/1057738,6323,10.2307/1057738,Income Distribution and Economic Development: Some Intra-Country Evidence,full_text,0,44,4,922,,
105,6781,14,13.Education & Inequality journals.xlsx,Does a Rising Tide Raise All Ships? The Impact of Growth on Inequality,https://doi.org/10.1080/13504850802046971,6804,10.1080/13504850802046971,Does a rising tide raise all ships? The impact of growth on inequality,full_text,6,17,6,581,586,5
106,6824,18,13.Education & Inequality journals.xlsx,"Inequality, Democracy, and Persistence: Is There a Political Kuznets Curve?",https://doi.org/10.1111/j.1468-0343.2004.00137.x,8645,10.1111/j.1468-0343.2004.00137.x,"Inequality, Democracy, and Persistence: Is There a Political Kuznets Curve?",abstract_only,46,16,2,189,212,23
107,6836,19,13.Education & Inequality journals.xlsx,Can Foreign Aid Reduce Income Inequality and Poverty? ,https://doi.org/10.1007/s11127-009-9412-4,9072,10.1007/s11127-009-9412-4,Can foreign aid reduce income inequality and poverty?,full_text,61,140,1-2,59,84,25
108,6845,20,13.Education & Inequality journals.xlsx,"Intra-racial Income Inequality: An Examination of Metropolitan Areas, 1990",https://doi.org/10.1080/00346769600000014,9498,10.1080/00346769600000014,"Intra-racial Income Inequality: An Examination of Metropolitan Areas, 1990",full_text,3,54,3,285,302,17
109,6849,21,13.Education & Inequality journals.xlsx,"Metropolitan Income Inequality during the 1980s: The Impact of Urban Development, Industrial Mix and Family Structure",https://doi.org/10.1111/0022-4146.00064,9919,10.1111/0022-4146.00064,"Metropolitan Income Inequality During the 1980s: The Impact of Urban Development, Industrial Mix, and Family Structure",full_text,17,37,3,459,478,19
110,6855,24,13.Education & Inequality journals.xlsx,Inequality in Cities,https://doi.org/10.1111/j.1467-9787.2009.00627.x,11118,10.1111/j.1467-9787.2009.00627.x,INEQUALITY IN CITIES,full_text,180,49,4,617,646,29
111,6866,25,13.Education & Inequality journals.xlsx,Education and Inequality: New Evidence from Cross Country Data,https://doi.org/10.1111/1475-4991.00060,11505,10.1111/1475-4991.00060,Education and Income Inequality: New Evidence From Cross-Country Data,abstract_only,322,48,3,395,416,21
112,6874,26,13.Education & Inequality journals.xlsx,Income Inequality across Nations Over Time: How Much and Why,https://doi.org/10.2307/1058336,11879,10.2307/1058336,Income Inequality across Nations over Time: How Much and Why,full_text,6,51,1,250,,
113,6876,27,13.Education & Inequality journals.xlsx,Does Corruption Affect Income Inequality and Poverty?,https://doi.org/10.1007/s101010100039,12246,10.1007/s101010100039,,full_text,494,3,1,23,45,22
114,6902,29,13.Education & Inequality journals.xlsx,"Growth, Poverty, and Inequality in Latin America: A Causal Analysis, 1970-94",https://doi.org/10.1111/j.1475-4991.2000.tb00843.x,12956,10.1111/j.1475-4991.2000.tb00843.x,"GROWTH, POVERTY, AND INEQUALITY IN LATIN AMERICA: A CAUSAL ANALYSIS, 1970-94",full_text,69,46,3,267,287,20
115,6903,30,13.Education & Inequality journals.xlsx,The Kuznets Curve: A Reassessment,https://doi.org/10.1016/0305-750X(95)00165-9,13317,10.1016/0305-750X(95)00165-9,The Kuznets curve: A reassessment,full_text,66,24,4,773,780,7
116,7026,32,13.Education & Inequality journals.xlsx,International Remittances and Income Inequality: An Empirical Investigation,https://doi.org/10.1080/17487870701346514,14007,10.1080/17487870701346514,International Remittances and Income Inequality: An Empirical Investigation,full_text,40,10,2,123,141,18
117,7052,34,13.Education & Inequality journals.xlsx,The Simultaneous Evolution of Growth and Inequality,https://doi.org/10.1111/1468-0297.00127,14659,10.1111/1468-0297.00127,The simultaneous evolution of growth and inequality,full_text,239,113,487,326,344,18
118,7059,35,13.Education & Inequality journals.xlsx,Why has income inequality in Thailand increased? An analysis using surveys from 1975 to 1998,https://doi.org/10.1016/j.japwor.2004.11.003,14962,10.1016/j.japwor.2004.11.003,Why has income inequality in Thailand increased?,full_text,23,18,4,464,487,23
119,7071,36,13.Education & Inequality journals.xlsx,"Income Inequality, Development, and Dualism: Results from an Unbalanced Cross-National Panel ",https://doi.org/10.2307/2096317,15264,10.2307/2096317,"Income Inequality, Development, and Dualism: Results from an Unbalanced Cross-National Panel",full_text,110,60,5,674,,
120,7122,38,13.Education & Inequality journals.xlsx,Income Inequality and City Size: An Examination of Alternative Hypotheses for Large and Small Cities,https://doi.org/10.2307/1924774,15862,10.2307/1924774,Income Inequality and City Size: An Examination of Alternative Hypotheses for Large and Small Cities,full_text,45,62,4,502,,
121,7133,40,13.Education & Inequality journals.xlsx,Determinants of Income Inequality and its Effects on Economic Growth: Evidence from African countries,https://doi.org/10.1111/j.1017-6772.2004.00093.x,16449,10.1111/j.1017-6772.2004.00093.x,Determinants of Income Inequality and its Effects on Economic Growth: Evidence from African Countries*,abstract_only,31,16,2,287,327,40
122,7137,41,13.Education & Inequality journals.xlsx,"The Effect on Income Distribution of Development, the Growth Rate and Economic Strategy",https://doi.org/10.1016/0304-3878(86)90079-9,16742,10.1016/0304-3878(86)90079-9,"The effect on income distribution of development, the growth rate and economic strategy",full_text,112,23,1,55,65,10
123,7147,42,13.Education & Inequality journals.xlsx,Distribution and Growth: Cross-Country Evidence,https://doi.org/10.1080/000368498325372,17019,10.1080/000368498325372,Distribution and growth: cross-country evidence,full_text,8,30,7,943,949,6
124,7153,43,13.Education & Inequality journals.xlsx,Educational expansion and educational inequality on income distribution,https://doi.org/10.1016/0272-7757(95)00000-3,17295,10.1016/0272-7757(95)00000-3,Educational expansion and educational inequality on income distribution,full_text,71,15,1,51,58,7
125,7168,44,13.Education & Inequality journals.xlsx,State Patterns in Family Income Inequality,https://doi.org/10.1111/j.1465-7287.1998.tb00519.x,17573,10.1111/j.1465-7287.1998.tb00519.x,STATE PATTERNS IN FAMILY INCOME INEQUALITY,full_text,14,16,3,277,294,17
126,7173,45,13.Education & Inequality journals.xlsx,INCOME INEQUALITY WITHIN EUROPEAN REGIONS: DETERMINANTS AND EFFECTS ON GROWTH,https://doi.org/10.1111/j.1475-4991.2008.00280.x,17847,10.1111/j.1475-4991.2008.00280.x,INCOME INEQUALITY WITHIN EUROPEAN REGIONS: DETERMINANTS AND EFFECTS ON GROWTH,full_text,40,54,3,373,406,33
127,7194,46,13.Education & Inequality journals.xlsx,EDUCATION AND INCOME INEQUALITY IN THE REGIONS OF THE EUROPEAN UNION,https://doi.org/10.1111/j.1467-9787.2008.00602.x,18104,10.1111/j.1467-9787.2008.00602.x,EDUCATION AND INCOME INEQUALITY IN THE REGIONS OF THE EUROPEAN UNION,full_text,108,49,3,411,437,26
128,7262,47,13.Education & Inequality journals.xlsx,Unequal Access to Education and Income Distribution,https://doi.org/10.1007/BF01479118,18350,10.1007/BF01479118,Unequal access to education and income distribution,full_text,26,125,3,383,392,9
129,7266,48,13.Education & Inequality journals.xlsx,Educational and Income Inequality in Malaysia,https://doi.org/10.1108/eb018851,18599,10.1108/eb018851,Educational and Income Inequality in Malaysia,full_text,1,16,2,19,40,21
130,7267,49,13.Education & Inequality journals.xlsx,"Population Increase, Economic Growth, Educational Inequality, and Income Distribution: Some Recent Evidence",https://doi.org/10.1016/0304-3878(84)90069-5,18837,10.1016/0304-3878(84)90069-5,"Population increase, economic growth, educational inequality, and income distribution",full_text,51,14,3,419,428,9
131,7275,50,13.Education & Inequality journals.xlsx,Inequalities in Income and Schooling: A Different Point Of View,https://doi.org/10.1007/BF01705811,19067,10.1007/BF01705811,Inequalities in income and schooling: A different point of view,full_text,5,129,2,253,261,8
132,7279,52,13.Education & Inequality journals.xlsx,Trade Policy and Income Inequality: New Evidence,https://doi.org/10.1016/S0165-1765(98)00197-9,19507,10.1016/S0165-1765(98)00197-9,Trade policy and income inequality: new evidence,full_text,39,61,3,365,372,7
133,7285,53,13.Education & Inequality journals.xlsx,"Optimal Taxation, Economic Growth and Income Inequality",https://doi.org/10.1023/A:1024223916710,19723,10.1023/A:1024223916710,"Optimal Taxation, Economic Growth and Income Inequality",,31,115,3/4,299,312,13
134,7287,54,13.Education & Inequality journals.xlsx,Trade and Income Inequality in a Less Developed Country: The Case of Mozambique,https://doi.org/10.1111/j.1944-8287.2007.tb00339.x,19928,10.1111/j.1944-8287.2007.tb00339.x,Trade and Income Inequality in a Less Developed Country: The Case of Mozambique,full_text,14,83,2,111,136,25
135,7291,55,13.Education & Inequality journals.xlsx,State Variation in Income Inequality: A Multiple Equation Approach,https://doi.org/10.1177/056943458102500102,20145,10.1177/056943458102500102,State Variations in Income Inequality: A Multiple-Equation Approach,full_text,0,25,1,10,16,6
136,7299,56,13.Education & Inequality journals.xlsx,Can Education Expenditures Reduce Income Inequality? ,https://doi.org/10.1016/S0272-7757(00)00038-8,20348,10.1016/S0272-7757(00)00038-8,Can education expenditures reduce income inequality?,full_text,95,21,1,43,52,9
137,7317,58,13.Education & Inequality journals.xlsx,Enrolment in Higher Education and Changes in Income Inequality,https://doi.org/10.1111/1467-8586.00173,20760,10.1111/1467-8586.00173,Enrolment in Higher Education and Changes in Income Inequality,abstract_only,11,55,3,249,262,13
138,7328,59,13.Education & Inequality journals.xlsx,Changes in Income Inequality and the Black Market Premium,https://doi.org/10.1080/00036840210134530,20949,10.1080/00036840210134530,Changes in income inequality and the black market premium,full_text,1,35,4,403,413,10
139,7361,61,13.Education & Inequality journals.xlsx,Development and Inequality Revisited,https://doi.org/10.1080/00036848800000061,21321,10.1080/00036848800000061,Development and inequality revisited,full_text,17,20,4,509,531,22
140,7363,62,13.Education & Inequality journals.xlsx,Growth and Convergence in Income Per Capita and Income Inequality in the Regions of the EU,https://doi.org/10.1080/17421770903114711,21511,10.1080/17421770903114711,Growth and Convergence in Income Per Capita and Income Inequality in the Regions of the EU,full_text,42,4,3,343,370,27
141,7381,63,13.Education & Inequality journals.xlsx,Income and Educational Inequalities in the Regions of the European Union: Geographical Spillovers Under Welfare State Restrictions,https://doi.org/10.1111/j.1435-5957.2008.00191.x,21688,10.1111/j.1435-5957.2008.00191.x,Income and educational inequalities in the regions of the European Union: Geographical spillovers under welfare state restrictions*,full_text,33,87,3,403,430,27
142,7447,64,13.Education & Inequality journals.xlsx,Schooling and Income Distribution: Evidence from International Data,https://doi.org/10.2307/2553099,21861,10.2307/2553099,Schooling and Income Distribution: Evidence from International Data,full_text,41,46,181,83,,
143,7449,65,13.Education & Inequality journals.xlsx,Explaining the changes of income distribution in China,https://doi.org/10.1016/S1043-951X(00)00015-8,22033,10.1016/S1043-951X(00)00015-8,Explaining the changes of income distribution in China,full_text,30,11,2,149,170,21
144,7511,1,"18. Doucouliagos, Stanley and Viscusi Income Elasticity of VSL.xlsx",Estimated hedonic wage function and value of life in a developing country,ttps://doi.org/10.1016/S0165-1765(97)00238-3,7,,,,,,,,,
145,7531,4,"18. Doucouliagos, Stanley and Viscusi Income Elasticity of VSL.xlsx",What determines the value of life? a meta-analysis,https://doi.org/10.1002/pam.10026,1639,10.1002/pam.10026,What determines the value of life? a meta-analysis,full_text,228,21,2,253,270,17
146,7538,6,"18. Doucouliagos, Stanley and Viscusi Income Elasticity of VSL.xlsx",Are estimates of the value of a statistical life exaggerated?,https://doi.org/10.1016/j.jhealeco.2011.10.001,2733,10.1016/j.jhealeco.2011.10.001,Are estimates of the value of a statistical life exaggerated?,full_text,69,31,1,197,206,9
147,7541,7,"18. Doucouliagos, Stanley and Viscusi Income Elasticity of VSL.xlsx",The value of a statistical life: A meta-analysis with a mixed effects regression model,https://doi.org/10.1016/j.jhealeco.2008.10.013,3270,10.1016/j.jhealeco.2008.10.013,The value of a statistical life: A meta-analysis with a mixed effects regression model,full_text,98,28,2,444,464,20
148,7603,13,"18. Doucouliagos, Stanley and Viscusi Income Elasticity of VSL.xlsx",,https://doi.org/10.1016/S0001-4575(02)00105-7,6324,10.1016/S0001-4575(02)00105-7,The value of statistical life in road safety: a meta-analysis,full_text,171,35,6,973,986,13
149,7612,1,20192.xlsx,WTP for recycling with detection and mitigation of HB,https://doi.org/10.1111/1467-8276.00136,8,10.1111/1467-8276.00136,Willingness to Pay for Curbside Recycling with Detection and Mitigation of Hypothetical Bias,full_text,112,85,2,492,502,10
150,7613,2,20192.xlsx,CT Reconsidered: New evidence from CVM,https://doi.org/10.1016/j.jebo.2004.09.006,544,10.1016/j.jebo.2004.09.006,Cheap talk reconsidered: New evidence from CVM,full_text,83,60,4,562,578,16
151,7619,5,20192.xlsx,Cognitive dissonance as a means of reducing HB,https://doi.org/10.1093/erae/jbq012,2184,10.1093/erae/jbq012,Cognitive dissonance as a means of reducing hypothetical bias,full_text,35,37,2,147,163,16
152,7631,6,20192.xlsx,A test of CT in different hypo contexts,https://doi.org/10.1007/s10640-011-9464-z,2734,10.1007/s10640-011-9464-z,A Test of Cheap Talk in Different Hypothetical Contexts: The Case of Air Pollution,full_text,29,50,1,111,130,19
153,7636,8,20192.xlsx,A penny for your thoughts: Inducing truth-telling in stated preference elicitation,https://doi.org/10.1016/j.econlet.2009.11.006,3791,10.1016/j.econlet.2009.11.006,A penny for your thoughts: Inducing truth-telling in stated preference elicitation,full_text,26,106,2,140,142,2
154,7638,9,20192.xlsx,Impact of Ex-Ante HB Mitigation Methods on Attribute Non-Attendance in CE,https://doi.org/10.1093/ajae/aav098,4315,10.1093/ajae/aav098,"
            Impact of
            Ex‐Ante
            Hypothetical Bias Mitigation Methods on Attribute Non‐Attendance in Choice Experiments
          ",full_text,40,98,5,1486,1506,20
155,7654,10,20192.xlsx,Eliciting Willingness to Pay Without Bias: Evidence from a Field Experiment,https://doi.org/10.1111/j.1468-0297.2007.02106.x,4830,10.1111/j.1468-0297.2007.02106.x,Eliciting Willingness to Pay Without Bias: Evidence from a Field Experiment,full_text,228,118,525,114,137,23
